month,Elegibilidad,Vulnerability_Category,Demographics.HH.Head,Demographics.Language,Demographics.Profiles,Demographics.Documentation,Needs_and_Coping.BasicNeeds,Needs_and_Coping.Housing,Needs_and_Coping.Neg.mechanism,Needs_and_Coping.Dependency,OficinaACNUR,NumIntegrantes,dependencyCategory,FemaleHeadedHousehold,CuidadorSolo,HablaEspanol,Analfabeta_si,ScoreCOMAR_PIL,ScoreIntenciones,ScoreDuplicidad,Demographics_Score,NeedsandCoping_Score,Vulnerability_Score,FinalScore,EligibilityTarget
2024-01,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2024-02,Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,4,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,32.12448674,2.896589272,31.09068863222006,INCLUSION
2023-08,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,2.580217391,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,18.94985465,2.528887403,18.340029377508348,EXCLUSION
2023-09,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,0.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2023-12,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,2.580217391,1.043888889,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,10.07114734,2.281084107,9.74704774745146,EXCLUSION
2024-01,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.564135978,1.776038647,1.498900966,1.790108696,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,3.975239986,17.10850297,2.5958221,20.661101419911898,EXCLUSION
2023-08,Lista de Reserva,Vulnerabilidad Baja,2.070141643,1.0,1.249197356,1.0,1.0,1.0,1.0,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,9.00737574,0.386821499,2.278908614,9.67161529502962,EXCLUSION
2024-04,No Elegible por Duplicidad,Vulnerabilidad Elevada,2.700708215,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,foten,4,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,9.472088355,32.12448674,3.178534341,40.86759826257232,EXCLUSION
2023-11,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,1.790108696,1.0,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,12.01413641,2.33531262,11.62750948618979,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,3.815111519,2.10647915,3.692337415207061,EXCLUSION
2024-02,Elegible,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.776038647,1.0,1.790108696,1.043888889,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,12.53066404,2.549228169,19.04538311600457,INCLUSION
2024-05,Lista de Reserva,Vulnerabilidad Elevada,1.0,1.525552408,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,3,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,13.7168894,32.12448674,3.304884591,45.24900125000146,EXCLUSION
2024-03,Elegible,Vulnerabilidad Moderada,1.0,1.0,3.251728045,1.0,1.776038647,2.823478261,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,11.51832969,17.78726377,2.839292927,29.10385289237152,INCLUSION
2024-02,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.790108696,1.043888889,sotap,5,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,10.52243148,2.293679375,10.18380911254212,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,1.599560907,1.0,1.0,1.0,1.0,2.823478261,1.790108696,1.043888889,sotap,3,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,4.186184624,18.47313819,2.640187803,22.199554361292552,EXCLUSION
2024-07,Lista de Reserva,Vulnerabilidad Elevada,1.0,1.0,2.578385269,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,5,high,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,28.09152966,3.051206127,36.45228537324866,EXCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,32.12448674,2.896589272,31.09068863222006,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,futij,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,26.85846924,2.749615568,25.99413684138756,EXCLUSION
2023-07,Elegible,Vulnerabilidad Baja,1.0,1.0,3.251728045,1.0,1.776038647,1.0,1.790108696,1.043888889,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,11.51832969,12.53066404,2.692582072,24.01641579828265,INCLUSION
2023-11,No Elegible,Vulnerabilidad Moderada,2.700708215,1.0,1.0,1.0,1.776038647,1.0,2.580217391,1.0,sotap,2,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,9.472088355,16.59309681,2.74505574,25.83602399190964,EXCLUSION
2023-09,No Elegible por Intenciones,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.498900966,2.580217391,1.043888889,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.702282231,14.95862607,2.6169922,21.39521089991714,EXCLUSION
2023-08,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,21.88512181,2.610810239,21.18083670503239,INCLUSION
2024-01,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,12.01413641,2.33531262,11.62750948618979,EXCLUSION
2023-08,Lista de Reserva,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2024-03,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.790108696,1.0,sotap,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,5.614422911,2.156697643,5.433745167301109,EXCLUSION
2023-10,Elegible,Vulnerabilidad Severa,2.700708215,1.525552408,3.251728045,1.0,1.776038647,2.823478261,1.790108696,1.0,fupal,2,average,jefatura_femenina,si,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,30.67858802,26.18890898,3.644103496,57.01197936118624,INCLUSION
2024-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.498900966,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,9.93697889,2.277339487,9.61719697234091,EXCLUSION
2023-07,No Elegible,Vulnerabilidad Elevada,1.0,1.0,1.0,1.564135978,1.776038647,2.823478261,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,3.975239986,32.85812825,3.035391615,35.90388800877622,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Elevada,2.700708215,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,5,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,-500,0,9.472088355,26.18890898,3.012873318,35.123033330466875,EXCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,0.0,2.0,0.0,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Moderada,1.0,2.051104816,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,21.88512181,2.807542403,28.002848502865827,EXCLUSION
2024-01,No Elegible por Duplicidad,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,fupal,5,high,jefatura_masculina,no,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,6.702282231,26.85846924,2.949114914,32.912105216863374,EXCLUSION
2023-12,No Elegible,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.0,1.0,1.043888889,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.702282231,0.386821499,2.210295472,7.2923415718164915,EXCLUSION
2023-06,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,0.0,2.0,0.0,EXCLUSION
2024-04,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,2.051104816,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,14.63015408,26.85846924,3.185095016,41.09510390983604,EXCLUSION
2023-10,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,2.051104816,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,4,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,14.63015408,32.85812825,3.352544536,46.901687893235234,EXCLUSION
2023-10,Lista de Reserva,Vulnerabilidad Elevada,1.0,2.051104816,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,,4,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,32.12448674,3.093321436,37.9127004300535,EXCLUSION
2024-07,No Elegible,Vulnerabilidad Severa,2.700708215,2.051104816,3.251728045,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,0.0,0,0,35.61565687,26.18890898,3.791059708,62.10792802384809,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,-500,0,0.0,0.0,2.0,0.0,EXCLUSION
2023-10,Lista de Reserva,Vulnerabilidad Moderada,2.700708215,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,4,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,9.472088355,21.88512181,2.892755308,30.95774633538465,EXCLUSION
2024-01,Lista de Reserva,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,4,low,jefatura_femenina,no,espanol_ningun_adulto,adultos_uno_mas_analfabeta,0.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Elevada,1.0,1.0,3.251728045,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,0.0,0,0,11.51832969,28.09152966,3.126883335,39.07651720176543,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Elevada,1.0,1.525552408,2.578385269,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,13.7168894,26.18890898,3.139223567,39.50443631789602,EXCLUSION
2023-08,No Elegible por Intenciones,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,10.02735341,2.279861825,9.70466314991279,EXCLUSION
2024-04,No Elegible por Duplicidad,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,-500.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,5,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,21.88512181,2.610810239,21.18083670503239,EXCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.249197356,1.0,1.0,1.498900966,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,1.921713018,10.52243148,2.350880859,12.167364777174376,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,3.251728045,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,20.51851115,28.09152966,3.39478168,48.36633350132969,EXCLUSION
2024-03,Elegible,Vulnerabilidad Baja,2.700708215,1.525552408,1.0,1.0,1.0,1.498900966,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,14.26831886,3.815111519,2.531188254,18.41982504444072,INCLUSION
2024-04,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pcr_cdmx,4,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,0.0,2.0,0.0,EXCLUSION
2023-08,No Elegible,Vulnerabilidad Severa,2.700708215,1.0,3.251728045,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,4,complete,jefatura_femenina,si,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,24.2379543,28.09152966,3.505494188,52.20547205133984,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,2.700708215,1.0,1.0,1.0,1.0,1.498900966,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,9.472088355,10.02735341,2.561806895,19.481572780265047,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.498900966,1.790108696,1.0,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,17.10850297,2.477495573,16.55793423592243,EXCLUSION
2023-08,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,0.0,0.0,2.0,0.0,EXCLUSION
2023-07,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,0.0,0,-500,17.46888676,32.85812825,3.43704192,49.83177382961031,EXCLUSION
2024-02,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,14.16503897,2.395343965,13.709193850906429,INCLUSION
2023-08,No Elegible,Vulnerabilidad Elevada,2.700708215,1.0,3.251728045,1.0,1.0,2.117608696,2.580217391,1.738466184,fupal,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,24.2379543,27.07165714,3.477029709,51.21842004890596,EXCLUSION
2023-10,Lista de Reserva,Vulnerabilidad Elevada,1.0,1.525552408,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,3.741369748,32.12448674,3.007954444,34.95245940008045,EXCLUSION
2024-01,Elegible,Vulnerabilidad Severa,2.700708215,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.738466184,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,20.97871872,42.19960637,3.802234322,62.49541570453535,INCLUSION
2023-07,No Elegible,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.0,1.790108696,1.043888889,sotap,4,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,-500,6.702282231,6.061858428,2.368684842,12.78475013740434,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.564135978,1.0,1.0,1.790108696,1.0,pcr_cdmx,4,low,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,3.975239986,5.614422911,2.275024169,9.536912351290574,EXCLUSION
2023-08,Elegible,Vulnerabilidad Elevada,1.0,1.0,1.0,1.0,1.776038647,2.117608696,2.580217391,1.738466184,sotap,4,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,36.78475459,3.0266566,35.60098440253921,INCLUSION
2024-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,2.578385269,1.0,1.776038647,1.0,1.790108696,1.0,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,-500,8.975915299,12.01413641,2.602488661,20.89227871542691,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,2.580217391,1.043888889,sotap,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,0.0,17.15905947,2.478906597,16.60686377719593,EXCLUSION
2023-12,No Elegible,Vulnerabilidad Elevada,1.599560907,1.0,1.0,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,4.186184624,28.09152966,2.908635566,31.50841637539648,EXCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Baja,1.0,2.051104816,1.0,1.0,1.776038647,2.117608696,1.0,1.0,fomon,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.609317356,14.06650994,2.5893262,20.43584738145429,EXCLUSION
2024-01,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,1.790108696,1.0,sotap,5,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,12.01413641,2.33531262,11.62750948618979,EXCLUSION
2023-06,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,sotap,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,6.702282231,26.85846924,2.949114914,32.912105216863374,EXCLUSION
2023-11,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,17.15905947,2.478906597,16.60686377719593,INCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,3.815111519,2.10647915,3.692337415207061,EXCLUSION
2024-06,No Elegible por Intenciones,Vulnerabilidad Moderada,2.070141643,1.0,1.0,1.0,1.0,2.117608696,2.580217391,1.043888889,sotap,6,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.702282231,19.54126117,2.74489281,25.83037221976404,EXCLUSION
2024-05,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,3,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,17.46888676,32.85812825,3.43704192,49.83177382961031,EXCLUSION
2024-01,No Elegible por Duplicidad,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,1.790108696,1.0,pcr_cdmx,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,12.01413641,2.33531262,11.62750948618979,EXCLUSION
2023-09,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.498900966,1.0,1.0,futij,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,9.93697889,2.277339487,9.61719697234091,EXCLUSION
2024-03,Elegible,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,2,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,17.46888676,32.85812825,3.43704192,49.83177382961031,INCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Elevada,2.700708215,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,2,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,-500,9.472088355,26.18890898,3.012873318,35.123033330466875,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Elevada,1.0,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,5,high,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,-500,0,8.975915299,32.12448674,3.163765312,40.35545786145718,EXCLUSION
2023-11,Elegible,Vulnerabilidad Moderada,1.0,1.0,2.578385269,1.0,1.776038647,2.117608696,1.790108696,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,21.88512181,2.877986279,30.44560593426951,INCLUSION
2024-02,No Elegible por Intenciones,Vulnerabilidad Moderada,1.0,1.0,2.578385269,1.0,1.776038647,1.498900966,1.790108696,1.0,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,17.10850297,2.744671614,25.82270346515955,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Elevada,1.0,2.051104816,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,2,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.609317356,26.18890898,2.927660413,32.16813549794806,EXCLUSION
2024-04,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,2.578385269,1.0,1.0,1.0,1.790108696,1.043888889,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,6.061858428,2.436361537,15.13155099116565,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Elevada,2.700708215,1.0,3.251728045,1.0,1.776038647,2.117608696,2.580217391,1.0,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,24.2379543,27.40879931,3.486439293,51.54471264673319,EXCLUSION
2024-04,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,fupal,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,0.0,0.0,2.0,0.0,INCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.0,1.0,sotap,2,low,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.06650994,2.392594036,13.61383558362086,EXCLUSION
2023-08,No Elegible por Intenciones,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,2,low,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,21.88512181,2.610810239,21.18083670503239,EXCLUSION
2023-08,Lista de Reserva,Vulnerabilidad Baja,1.0,2.051104816,1.0,1.0,1.0,1.498900966,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,3.815111519,2.303211315,10.514349213040497,EXCLUSION
2023-11,Elegible,Vulnerabilidad Moderada,1.0,1.0,2.578385269,1.0,1.776038647,1.498900966,2.580217391,1.043888889,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,22.80125306,2.903555356,31.332255164513256,INCLUSION
2024-02,No Elegible,Vulnerabilidad Elevada,1.0,1.525552408,2.578385269,1.0,1.776038647,2.117608696,2.580217391,1.043888889,foten,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,13.7168894,28.09152966,3.192325406,41.34582876179294,EXCLUSION
2024-01,Elegible,Vulnerabilidad Elevada,1.0,1.525552408,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.0,futij,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,13.7168894,32.12448674,3.304884591,45.24900125000146,INCLUSION
2024-02,Elegible,Vulnerabilidad Baja,2.700708215,1.0,1.0,1.0,1.776038647,1.0,1.0,1.0,sotap,4,average,jefatura_masculina,no,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,9.472088355,5.532745347,2.436363105,15.131605699340447,INCLUSION
2023-09,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,pcr_cdmx,3,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.16503897,2.395343965,13.709193850906429,EXCLUSION
2024-05,Elegible,Vulnerabilidad Baja,1.0,1.0,2.578385269,1.0,1.0,1.0,1.0,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,-500,8.975915299,0.386821499,2.277972167,9.6391424255778,INCLUSION
2024-03,No Elegible,Vulnerabilidad Moderada,1.0,1.525552408,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,3.741369748,32.12448674,3.007954444,34.95245940008045,EXCLUSION
